,subj,sex,age,language,english,french,date,native_lang,block,trial,stim,pitch,stretch,reponse,rt,segment_time,stim_order,param_index
3546,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,280,sounds\french\audio/french_519.wav,-48.6822419,1.7889624,0,0.408,0.2,,
3547,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,280,sounds\french\audio/french_519.wav,-44.03350662,1.1754675,0,0.408,0.25666667,,
3548,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,281,sounds\french\audio/french_171.wav,13.3023016,1.00497926,0,1.162,0.0,,
3549,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,281,sounds\french\audio/french_171.wav,25.29505215,0.58011724,0,1.162,0.1,,
3550,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,281,sounds\french\audio/french_171.wav,-4.58061697,1.99843941,0,1.162,0.2,,
3551,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,281,sounds\french\audio/french_171.wav,34.76288366,1.29013512,0,1.162,0.25666667,,
3552,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,282,sounds\french\audio/french_144.wav,54.7439873,1.65699933,1,1.985,0.0,,
3553,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,282,sounds\french\audio/french_144.wav,-90.40840953,0.10946834,1,1.985,0.1,,
3554,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,282,sounds\french\audio/french_144.wav,-23.8496949,0.63660565,1,1.985,0.2,,
3555,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,282,sounds\french\audio/french_144.wav,9.69074846,0.31092992,1,1.985,0.25666667,,
3556,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,283,sounds\french\audio/french_647.wav,-41.18361869,1.9224231,0,0.388,0.0,,
3557,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,283,sounds\french\audio/french_647.wav,11.48241437,1.96851625,0,0.388,0.1,,
3558,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,283,sounds\french\audio/french_647.wav,60.38354651,1.74064919,0,0.388,0.2,,
3559,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,283,sounds\french\audio/french_647.wav,15.78737628,1.76296374,0,0.388,0.25666667,,
3560,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,284,sounds\french\audio/french_675.wav,-70.79994344,1.47729798,0,0.545,0.0,,
3561,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,284,sounds\french\audio/french_675.wav,-7.59389362,0.30115563,0,0.545,0.1,,
3562,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,284,sounds\french\audio/french_675.wav,-3.58790265,1.39440132,0,0.545,0.2,,
3563,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,284,sounds\french\audio/french_675.wav,-30.70883091,1.61039035,0,0.545,0.25666667,,
3564,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,285,sounds\french\audio/french_791.wav,-81.64215326,0.09493453,1,1.119,0.0,,
3565,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,285,sounds\french\audio/french_791.wav,84.74526907,0.0053506,1,1.119,0.1,,
3566,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,285,sounds\french\audio/french_791.wav,-10.10354349,1.61132934,1,1.119,0.2,,
3567,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,285,sounds\french\audio/french_791.wav,-10.14583619,1.39802197,1,1.119,0.25666667,,
3568,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,286,sounds\french\audio/french_651.wav,-39.76270633,0.57054307,1,2.059,0.0,,
3569,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,286,sounds\french\audio/french_651.wav,98.43983978,0.47887101,1,2.059,0.1,,
3570,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,286,sounds\french\audio/french_651.wav,-35.93188367,1.36476361,1,2.059,0.2,,
3571,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,286,sounds\french\audio/french_651.wav,-13.56550518,1.70592369,1,2.059,0.25666667,,
3572,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,287,sounds\french\audio/french_271.wav,-86.49285917,1.06522616,0,6.184,0.0,,
3573,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,287,sounds\french\audio/french_271.wav,54.15727338,1.2372135,0,6.184,0.1,,
3574,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,287,sounds\french\audio/french_271.wav,-55.0986676,1.00925168,0,6.184,0.2,,
3575,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,287,sounds\french\audio/french_271.wav,7.9559813,0.76785851,0,6.184,0.25666667,,
3576,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,288,sounds\french\audio/french_901.wav,-25.19173586,1.14646858,0,0.421,0.0,,
3577,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,288,sounds\french\audio/french_901.wav,-52.79367362,1.72960478,0,0.421,0.1,,
3578,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,288,sounds\french\audio/french_901.wav,31.61264675,1.50121635,0,0.421,0.2,,
3579,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,288,sounds\french\audio/french_901.wav,-8.05782551,0.87544333,0,0.421,0.25666667,,
3580,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,289,sounds\french\audio/french_727.wav,-15.29396541,0.40840987,0,1.091,0.0,,
3581,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,289,sounds\french\audio/french_727.wav,-26.29552155,0.3000398,0,1.091,0.1,,
3582,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,289,sounds\french\audio/french_727.wav,79.97121571,1.00640838,0,1.091,0.2,,
3583,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,289,sounds\french\audio/french_727.wav,55.89998316,1.06507384,0,1.091,0.25666667,,
3584,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,290,sounds\french\audio/french_183.wav,-70.39448934,1.64690622,0,1.563,0.0,,
3585,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,290,sounds\french\audio/french_183.wav,53.65669982,0.19500459,0,1.563,0.1,,
3586,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,290,sounds\french\audio/french_183.wav,-2.56135136,1.70333754,0,1.563,0.2,,
3587,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,290,sounds\french\audio/french_183.wav,49.12124255,0.71175446,0,1.563,0.25666667,,
3588,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,291,sounds\french\audio/french_814.wav,83.0056253,1.4499936,1,0.695,0.0,,
3589,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,291,sounds\french\audio/french_814.wav,-71.4586846,0.77595229,1,0.695,0.1,,
3590,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,291,sounds\french\audio/french_814.wav,12.63844789,0.21302651,1,0.695,0.2,,
3591,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,291,sounds\french\audio/french_814.wav,12.39326704,0.16177964,1,0.695,0.25666667,,
3592,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,292,sounds\french\audio/french_538.wav,-62.11881418,0.72316351,1,0.525,0.0,,
3593,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,292,sounds\french\audio/french_538.wav,-49.1326041,0.52652182,1,0.525,0.1,,
3594,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,292,sounds\french\audio/french_538.wav,11.48721962,0.30218135,1,0.525,0.2,,
3595,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,292,sounds\french\audio/french_538.wav,-26.18142206,1.69243497,1,0.525,0.25666667,,
3596,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,293,sounds\french\audio/french_458.wav,13.7688173,1.1950835,1,0.276,0.0,,
3597,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,293,sounds\french\audio/french_458.wav,19.53863665,0.33129566,1,0.276,0.1,,
3598,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,293,sounds\french\audio/french_458.wav,-90.92797006,0.65773392,1,0.276,0.2,,
3599,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,293,sounds\french\audio/french_458.wav,55.23452131,1.54778139,1,0.276,0.25666667,,
3600,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,294,sounds\french\audio/french_612.wav,43.10783066,0.49686358,1,0.394,0.0,,
3601,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,294,sounds\french\audio/french_612.wav,-4.14995098,1.10500502,1,0.394,0.1,,
3602,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,294,sounds\french\audio/french_612.wav,22.17563662,0.22222502,1,0.394,0.2,,
3603,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,294,sounds\french\audio/french_612.wav,-48.75850842,1.14111641,1,0.394,0.25666667,,
3604,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,295,sounds\french\audio/french_511.wav,-19.9871771,1.33271467,1,0.604,0.0,,
3605,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,295,sounds\french\audio/french_511.wav,-61.98813266,1.54343533,1,0.604,0.1,,
3606,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,295,sounds\french\audio/french_511.wav,-51.99144191,1.11888865,1,0.604,0.2,,
3607,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,295,sounds\french\audio/french_511.wav,26.5419494,1.56196296,1,0.604,0.25666667,,
3608,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,296,sounds\french\audio/french_45.wav,6.51510613,0.83763225,1,0.419,0.0,,
3609,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,296,sounds\french\audio/french_45.wav,-86.25018513,1.19709151,1,0.419,0.1,,
3610,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,296,sounds\french\audio/french_45.wav,-60.46903131,0.87484565,1,0.419,0.2,,
3611,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,296,sounds\french\audio/french_45.wav,-48.31089161,0.45414185,1,0.419,0.25666667,,
3612,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,297,sounds\french\audio/french_112.wav,-70.30580716,0.18088618,1,0.863,0.0,,
3613,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,297,sounds\french\audio/french_112.wav,33.64373442,1.43869791,1,0.863,0.1,,
3614,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,297,sounds\french\audio/french_112.wav,26.55830463,0.89230346,1,0.863,0.2,,
3615,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,297,sounds\french\audio/french_112.wav,46.16769785,0.14009493,1,0.863,0.25666667,,
3616,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,298,sounds\french\audio/french_249.wav,-14.62389142,0.54824935,1,0.508,0.0,,
3617,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,298,sounds\french\audio/french_249.wav,82.35169727,0.81625332,1,0.508,0.1,,
3618,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,298,sounds\french\audio/french_249.wav,-37.79288698,0.28914805,1,0.508,0.2,,
3619,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,298,sounds\french\audio/french_249.wav,-94.5306765,0.43241605,1,0.508,0.25666667,,
3620,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,299,sounds\french\audio/french_792.wav,-30.95032355,0.5884638,0,0.554,0.0,,
3621,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,299,sounds\french\audio/french_792.wav,73.05460755,1.61732216,0,0.554,0.1,,
3622,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,299,sounds\french\audio/french_792.wav,-0.6809714,1.33614238,0,0.554,0.2,,
3623,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,299,sounds\french\audio/french_792.wav,25.15150688,0.65397567,0,0.554,0.25666667,,
3624,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,300,sounds\french\audio/french_400.wav,-93.78872851,1.79390568,0,0.807,0.0,,
3625,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,300,sounds\french\audio/french_400.wav,52.09991665,0.45516445,0,0.807,0.1,,
3626,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,300,sounds\french\audio/french_400.wav,99.5217597,0.71943881,0,0.807,0.2,,
3627,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,300,sounds\french\audio/french_400.wav,34.2913143,0.66600511,0,0.807,0.25666667,,
3628,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,301,sounds\french\audio/french_349.wav,73.89254537,0.17403551,0,0.728,0.0,,
3629,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,301,sounds\french\audio/french_349.wav,-84.33493486,1.66487719,0,0.728,0.1,,
3630,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,301,sounds\french\audio/french_349.wav,-3.2709249,1.53740634,0,0.728,0.2,,
3631,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,301,sounds\french\audio/french_349.wav,-21.54511299,1.56834066,0,0.728,0.25666667,,
3632,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,302,sounds\french\audio/french_870.wav,93.84124937,1.21813626,0,1.456,0.0,,
3633,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,302,sounds\french\audio/french_870.wav,28.95893835,0.388995,0,1.456,0.1,,
3634,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,302,sounds\french\audio/french_870.wav,47.67512023,1.25544279,0,1.456,0.2,,
3635,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,302,sounds\french\audio/french_870.wav,-4.48390189,0.09184868,0,1.456,0.25666667,,
3636,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,303,sounds\french\audio/french_463.wav,-19.30652055,0.66062429,0,0.595,0.0,,
3637,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,303,sounds\french\audio/french_463.wav,40.7979064,1.38698103,0,0.595,0.1,,
3638,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,303,sounds\french\audio/french_463.wav,73.8964325,0.77621561,0,0.595,0.2,,
3639,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,303,sounds\french\audio/french_463.wav,-55.7146218,0.65457598,0,0.595,0.25666667,,
3640,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,304,sounds\french\audio/french_27.wav,-24.90567196,0.77746957,1,0.518,0.0,,
3641,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,304,sounds\french\audio/french_27.wav,-76.22865867,0.36572894,1,0.518,0.1,,
3642,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,304,sounds\french\audio/french_27.wav,-70.77946922,1.07248112,1,0.518,0.2,,
3643,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,304,sounds\french\audio/french_27.wav,-40.13018173,1.35477464,1,0.518,0.25666667,,
3644,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,305,sounds\french\audio/french_627.wav,2.1799823,1.97167661,0,0.296,0.0,,
3645,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,305,sounds\french\audio/french_627.wav,30.63833179,1.14790719,0,0.296,0.1,,
3646,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,305,sounds\french\audio/french_627.wav,99.93583097,1.70510721,0,0.296,0.2,,
3647,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,305,sounds\french\audio/french_627.wav,-23.95585557,1.67415678,0,0.296,0.25666667,,
3648,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,306,sounds\french\audio/french_586.wav,86.96734506,0.62271677,1,0.724,0.0,,
3649,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,306,sounds\french\audio/french_586.wav,-8.603444,1.69916535,1,0.724,0.1,,
3650,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,306,sounds\french\audio/french_586.wav,11.78169212,1.65961944,1,0.724,0.2,,
3651,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,306,sounds\french\audio/french_586.wav,14.18547806,1.90120182,1,0.724,0.25666667,,
3652,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,307,sounds\french\audio/french_152.wav,-3.84179402,0.21245747,0,1.499,0.0,,
3653,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,307,sounds\french\audio/french_152.wav,56.28738818,1.74384484,0,1.499,0.1,,
3654,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,307,sounds\french\audio/french_152.wav,-25.33799013,1.40208126,0,1.499,0.2,,
3655,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,307,sounds\french\audio/french_152.wav,-10.23447911,0.94312755,0,1.499,0.25666667,,
3656,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,308,sounds\french\audio/french_221.wav,-51.4093514,1.39236456,1,0.72,0.0,,
3657,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,308,sounds\french\audio/french_221.wav,-69.26159538,1.1318895,1,0.72,0.1,,
3658,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,308,sounds\french\audio/french_221.wav,-72.79183118,0.94601275,1,0.72,0.2,,
3659,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,308,sounds\french\audio/french_221.wav,34.31828887,1.80964418,1,0.72,0.25666667,,
3660,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,309,sounds\french\audio/french_680.wav,-51.31535201,1.24719536,0,0.662,0.0,,
3661,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,309,sounds\french\audio/french_680.wav,-31.64171723,1.74184859,0,0.662,0.1,,
3662,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,309,sounds\french\audio/french_680.wav,81.67923452,0.78878625,0,0.662,0.2,,
3663,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,309,sounds\french\audio/french_680.wav,54.52860803,1.82878415,0,0.662,0.25666667,,
3664,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,310,sounds\french\audio/french_93.wav,23.57211404,0.62732128,1,0.958,0.0,,
3665,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,310,sounds\french\audio/french_93.wav,-16.15934767,0.10811818,1,0.958,0.1,,
3666,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,310,sounds\french\audio/french_93.wav,25.54711871,0.30787392,1,0.958,0.2,,
3667,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,310,sounds\french\audio/french_93.wav,65.09284613,1.57978374,1,0.958,0.25666667,,
3668,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,311,sounds\french\audio/french_971.wav,96.00351489,1.9961872,0,0.335,0.0,,
3669,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,311,sounds\french\audio/french_971.wav,-55.9328558,0.96234699,0,0.335,0.1,,
3670,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,311,sounds\french\audio/french_971.wav,-62.43027521,1.29823686,0,0.335,0.2,,
3671,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,311,sounds\french\audio/french_971.wav,67.10785382,1.44437919,0,0.335,0.25666667,,
3672,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,312,sounds\french\audio/french_438.wav,38.28600595,0.24947118,0,1.607,0.0,,
3673,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,312,sounds\french\audio/french_438.wav,-2.73615403,0.88566368,0,1.607,0.1,,
3674,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,312,sounds\french\audio/french_438.wav,-43.32822043,0.23078024,0,1.607,0.2,,
3675,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,312,sounds\french\audio/french_438.wav,-21.43836029,1.64360752,0,1.607,0.25666667,,
3676,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,313,sounds\french\audio/french_518.wav,30.08897808,1.28002377,1,0.663,0.0,,
3677,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,313,sounds\french\audio/french_518.wav,-42.00678694,0.31881796,1,0.663,0.1,,
3678,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,313,sounds\french\audio/french_518.wav,47.99304417,0.271149,1,0.663,0.2,,
3679,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,313,sounds\french\audio/french_518.wav,-21.59585354,1.06182133,1,0.663,0.25666667,,
3680,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,314,sounds\french\audio/french_813.wav,-37.07388554,0.1380457,1,0.745,0.0,,
3681,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,314,sounds\french\audio/french_813.wav,74.87893645,0.44333359,1,0.745,0.1,,
3682,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,314,sounds\french\audio/french_813.wav,-91.66198227,0.5462976,1,0.745,0.2,,
3683,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,314,sounds\french\audio/french_813.wav,81.38219901,1.94163826,1,0.745,0.25666667,,
3684,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,315,sounds\french\audio/french_582.wav,1.47980053,0.83350323,0,0.39,0.0,,
3685,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,315,sounds\french\audio/french_582.wav,-89.13888063,1.99658076,0,0.39,0.1,,
3686,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,315,sounds\french\audio/french_582.wav,1.45566029,0.72464724,0,0.39,0.2,,
3687,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,315,sounds\french\audio/french_582.wav,-76.25724372,1.09622387,0,0.39,0.25666667,,
3688,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,316,sounds\french\audio/french_189.wav,25.45363348,0.70243048,0,0.837,0.0,,
3689,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,316,sounds\french\audio/french_189.wav,10.19219643,0.78977161,0,0.837,0.1,,
3690,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,316,sounds\french\audio/french_189.wav,79.32306783,0.18017453,0,0.837,0.2,,
3691,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,316,sounds\french\audio/french_189.wav,77.27494318,0.76350619,0,0.837,0.25666667,,
3692,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,317,sounds\french\audio/french_28.wav,-42.04092007,0.8096396,0,3.104,0.0,,
3693,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,317,sounds\french\audio/french_28.wav,-47.89065573,0.68168646,0,3.104,0.1,,
3694,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,317,sounds\french\audio/french_28.wav,88.67668081,0.86103635,0,3.104,0.2,,
3695,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,317,sounds\french\audio/french_28.wav,23.25138011,1.13642067,0,3.104,0.25666667,,
3696,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,318,sounds\french\audio/french_695.wav,-57.6665866,1.09792482,1,3.569,0.0,,
3697,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,318,sounds\french\audio/french_695.wav,6.09893846,1.46549104,1,3.569,0.1,,
3698,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,318,sounds\french\audio/french_695.wav,-80.8229011,1.66085764,1,3.569,0.2,,
3699,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,318,sounds\french\audio/french_695.wav,0.00737669519,1.19228029,1,3.569,0.256666667,,
3700,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,319,sounds\french\audio/french_907.wav,9.20754992,1.79705326,0,1.797,0.0,,
3701,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,319,sounds\french\audio/french_907.wav,-39.82714958,0.37644661,0,1.797,0.1,,
3702,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,319,sounds\french\audio/french_907.wav,91.774681,1.35697235,0,1.797,0.2,,
3703,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,319,sounds\french\audio/french_907.wav,-60.10887287,0.87178456,0,1.797,0.25666667,,
3704,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,320,sounds\french\audio/french_39.wav,-37.58690814,0.69509593,0,0.626,0.0,,
3705,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,320,sounds\french\audio/french_39.wav,64.36969435,0.9899387,0,0.626,0.1,,
3706,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,320,sounds\french\audio/french_39.wav,-16.17747505,1.54991446,0,0.626,0.2,,
3707,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,320,sounds\french\audio/french_39.wav,-31.52468705,1.42558302,0,0.626,0.25666667,,
3708,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,321,sounds\french\audio/french_190.wav,69.06529403,1.3481685,0,0.529,0.0,,
3709,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,321,sounds\french\audio/french_190.wav,69.42395119,0.73404764,0,0.529,0.1,,
3710,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,321,sounds\french\audio/french_190.wav,67.79801708,1.27794388,0,0.529,0.2,,
3711,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,321,sounds\french\audio/french_190.wav,63.92857008,1.43465572,0,0.529,0.25666667,,
3712,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,322,sounds\french\audio/french_417.wav,-52.68130191,1.49469738,0,1.948,0.0,,
3713,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,322,sounds\french\audio/french_417.wav,73.91368418,1.06358835,0,1.948,0.1,,
3714,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,322,sounds\french\audio/french_417.wav,7.73324389,1.12421265,0,1.948,0.2,,
3715,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,322,sounds\french\audio/french_417.wav,92.88066518,0.65436219,0,1.948,0.25666667,,
3716,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,323,sounds\french\audio/french_247.wav,31.18827639,0.50646138,0,0.989,0.0,,
3717,8768944929,m,21,english,5,4,2024-01-25 10:40:13.581798,english,2,323,sounds\french\audio/french_247.wav,28.69447174,0.63180121,0,0.989,0.1,,
