subj,trial,block,date,stim,stim_order,response,rt,age,english,french,language,sex,param_index,segment,pitch,stretch
5e29fd5f2bec3b065e9a729e,0,0,2024-02-27T12:17:40.975Z,english_517.wav,0,pill,2959,46,5,5,français,f,0,0.0,11.23661905,0.76208972
5e29fd5f2bec3b065e9a729e,0,0,2024-02-27T12:17:40.975Z,english_517.wav,0,pill,2959,46,5,5,français,f,1,0.1,58.81241605,0.18193562
5e29fd5f2bec3b065e9a729e,0,0,2024-02-27T12:17:40.975Z,english_517.wav,0,pill,2959,46,5,5,français,f,2,0.2,38.38790279,1.85963831
5e29fd5f2bec3b065e9a729e,0,0,2024-02-27T12:17:40.975Z,english_517.wav,0,pill,2959,46,5,5,français,f,3,0.3,-74.61462092,0.20223028
5e29fd5f2bec3b065e9a729e,0,0,2024-02-27T12:17:40.975Z,english_517.wav,0,pill,2959,46,5,5,français,f,4,0.32341667,-36.69086471,1.46287498
5e29fd5f2bec3b065e9a729e,1,0,2024-02-27T12:17:40.975Z,english_295.wav,0,pill,2958,46,5,5,français,f,0,0.0,-76.51454746,1.12273409
5e29fd5f2bec3b065e9a729e,1,0,2024-02-27T12:17:40.975Z,english_295.wav,0,pill,2958,46,5,5,français,f,1,0.1,-96.9380047,0.2018376
5e29fd5f2bec3b065e9a729e,1,0,2024-02-27T12:17:40.975Z,english_295.wav,0,pill,2958,46,5,5,français,f,2,0.2,-72.79782389,1.81703153
5e29fd5f2bec3b065e9a729e,1,0,2024-02-27T12:17:40.975Z,english_295.wav,0,pill,2958,46,5,5,français,f,3,0.3,-31.86888898,0.31799467
5e29fd5f2bec3b065e9a729e,1,0,2024-02-27T12:17:40.975Z,english_295.wav,0,pill,2958,46,5,5,français,f,4,0.32341667,-51.47839766,0.71777059
5e29fd5f2bec3b065e9a729e,2,0,2024-02-27T12:17:40.975Z,english_704.wav,0,pill,890,46,5,5,français,f,0,0.0,-24.48288207,0.92043902
5e29fd5f2bec3b065e9a729e,2,0,2024-02-27T12:17:40.975Z,english_704.wav,0,pill,890,46,5,5,français,f,1,0.1,-9.94163531,0.96595902
5e29fd5f2bec3b065e9a729e,2,0,2024-02-27T12:17:40.975Z,english_704.wav,0,pill,890,46,5,5,français,f,2,0.2,74.85271107,1.40327859
5e29fd5f2bec3b065e9a729e,2,0,2024-02-27T12:17:40.975Z,english_704.wav,0,pill,890,46,5,5,français,f,3,0.3,-38.44921803,1.07325586
5e29fd5f2bec3b065e9a729e,2,0,2024-02-27T12:17:40.975Z,english_704.wav,0,pill,890,46,5,5,français,f,4,0.32341667,-21.20994959,1.87555588
5e29fd5f2bec3b065e9a729e,3,0,2024-02-27T12:17:40.975Z,english_359.wav,0,pill,519,46,5,5,français,f,0,0.0,95.13315851,1.5844105
5e29fd5f2bec3b065e9a729e,3,0,2024-02-27T12:17:40.975Z,english_359.wav,0,pill,519,46,5,5,français,f,1,0.1,95.71495863,0.46491803
5e29fd5f2bec3b065e9a729e,3,0,2024-02-27T12:17:40.975Z,english_359.wav,0,pill,519,46,5,5,français,f,2,0.2,4.56295435,1.17107987
5e29fd5f2bec3b065e9a729e,3,0,2024-02-27T12:17:40.975Z,english_359.wav,0,pill,519,46,5,5,français,f,3,0.3,-11.93773809,0.63485582
5e29fd5f2bec3b065e9a729e,3,0,2024-02-27T12:17:40.975Z,english_359.wav,0,pill,519,46,5,5,français,f,4,0.32341667,-75.72789111,0.10666132
5e29fd5f2bec3b065e9a729e,4,0,2024-02-27T12:17:40.975Z,english_365.wav,0,pill,838,46,5,5,français,f,0,0.0,58.11205919,0.53708026
5e29fd5f2bec3b065e9a729e,4,0,2024-02-27T12:17:40.975Z,english_365.wav,0,pill,838,46,5,5,français,f,1,0.1,-61.04014877,1.10456153
5e29fd5f2bec3b065e9a729e,4,0,2024-02-27T12:17:40.975Z,english_365.wav,0,pill,838,46,5,5,français,f,2,0.2,12.43042802,1.31731937
5e29fd5f2bec3b065e9a729e,4,0,2024-02-27T12:17:40.975Z,english_365.wav,0,pill,838,46,5,5,français,f,3,0.3,17.00746388,1.02387946
5e29fd5f2bec3b065e9a729e,4,0,2024-02-27T12:17:40.975Z,english_365.wav,0,pill,838,46,5,5,français,f,4,0.32341667,-69.10644956,1.31633463
5e29fd5f2bec3b065e9a729e,5,0,2024-02-27T12:17:40.975Z,english_570.wav,0,pill,939,46,5,5,français,f,0,0.0,79.72420881,1.67561776
5e29fd5f2bec3b065e9a729e,5,0,2024-02-27T12:17:40.975Z,english_570.wav,0,pill,939,46,5,5,français,f,1,0.1,-10.34227762,1.50139893
5e29fd5f2bec3b065e9a729e,5,0,2024-02-27T12:17:40.975Z,english_570.wav,0,pill,939,46,5,5,français,f,2,0.2,18.32754659,1.41834695
5e29fd5f2bec3b065e9a729e,5,0,2024-02-27T12:17:40.975Z,english_570.wav,0,pill,939,46,5,5,français,f,3,0.3,15.23919529,1.12876239
5e29fd5f2bec3b065e9a729e,5,0,2024-02-27T12:17:40.975Z,english_570.wav,0,pill,939,46,5,5,français,f,4,0.32341667,-28.05357781,0.72546523
5e29fd5f2bec3b065e9a729e,6,0,2024-02-27T12:17:40.975Z,english_695.wav,0,pill,1403,46,5,5,français,f,0,0.0,-74.02191529,1.19534619
5e29fd5f2bec3b065e9a729e,6,0,2024-02-27T12:17:40.975Z,english_695.wav,0,pill,1403,46,5,5,français,f,1,0.1,54.28596986,0.93917139
5e29fd5f2bec3b065e9a729e,6,0,2024-02-27T12:17:40.975Z,english_695.wav,0,pill,1403,46,5,5,français,f,2,0.2,-13.22196683,0.1241488
5e29fd5f2bec3b065e9a729e,6,0,2024-02-27T12:17:40.975Z,english_695.wav,0,pill,1403,46,5,5,français,f,3,0.3,1.82272444,1.20091234
5e29fd5f2bec3b065e9a729e,6,0,2024-02-27T12:17:40.975Z,english_695.wav,0,pill,1403,46,5,5,français,f,4,0.32341667,-11.74905262,0.46222147
5e29fd5f2bec3b065e9a729e,7,0,2024-02-27T12:17:40.975Z,english_211.wav,0,pill,565,46,5,5,français,f,0,0.0,37.34807541,1.77380832
5e29fd5f2bec3b065e9a729e,7,0,2024-02-27T12:17:40.975Z,english_211.wav,0,pill,565,46,5,5,français,f,1,0.1,97.98979508,1.35747523
5e29fd5f2bec3b065e9a729e,7,0,2024-02-27T12:17:40.975Z,english_211.wav,0,pill,565,46,5,5,français,f,2,0.2,-20.02981109,1.74013371
5e29fd5f2bec3b065e9a729e,7,0,2024-02-27T12:17:40.975Z,english_211.wav,0,pill,565,46,5,5,français,f,3,0.3,-69.8116311,0.94808553
5e29fd5f2bec3b065e9a729e,7,0,2024-02-27T12:17:40.975Z,english_211.wav,0,pill,565,46,5,5,français,f,4,0.32341667,35.11126142,0.23094119
5e29fd5f2bec3b065e9a729e,8,0,2024-02-27T12:17:40.975Z,english_7.wav,0,pill,965,46,5,5,français,f,0,0.0,-21.06405819,1.08184232
5e29fd5f2bec3b065e9a729e,8,0,2024-02-27T12:17:40.975Z,english_7.wav,0,pill,965,46,5,5,français,f,1,0.1,52.71042782,0.36719269
5e29fd5f2bec3b065e9a729e,8,0,2024-02-27T12:17:40.975Z,english_7.wav,0,pill,965,46,5,5,français,f,2,0.2,-75.60464889,0.43185312
5e29fd5f2bec3b065e9a729e,8,0,2024-02-27T12:17:40.975Z,english_7.wav,0,pill,965,46,5,5,français,f,3,0.3,-40.56941306,0.01474265
5e29fd5f2bec3b065e9a729e,8,0,2024-02-27T12:17:40.975Z,english_7.wav,0,pill,965,46,5,5,français,f,4,0.32341667,63.70656894,0.90880476
5e29fd5f2bec3b065e9a729e,9,0,2024-02-27T12:17:40.975Z,english_397.wav,0,pill,640,46,5,5,français,f,0,0.0,89.67962381,0.42719638
