subj,sex,age,language,english,french,native_lang,date,practice,block,trial,stim,pitch,stretch,response,rt
3,m,24,french,3,5,french,2024-02-07 14:00:07.182851,True,0,0,sounds\french\audio/french_693.wav,"[[  0.          85.06863742]
 [  0.1         68.65637618]
 [  0.2        -64.93166306]
 [  0.3          9.02094246]
 [  0.4         30.21577577]
 [  0.5        -45.55013979]
 [  0.6        -22.45894718]
 [  0.7        -22.03690569]
 [  0.8        -72.74256114]
 [  0.9         79.55542456]
 [  1.           3.37293032]
 [  1.1        -26.61524733]
 [  1.14141667 -12.67054895]]","[[0.         1.43800555]
 [0.1        1.1319261 ]
 [0.2        1.31376129]
 [0.3        1.44469297]
 [0.4        0.25926005]
 [0.5        1.97890068]
 [0.6        0.76035239]
 [0.7        0.26797463]
 [0.8        0.09379237]
 [0.9        1.21622186]
 [1.         0.59723312]
 [1.1        1.86545966]
 [1.14141667 1.32223551]]",1,8.567
3,m,24,french,3,5,french,2024-02-07 14:00:07.182851,True,0,1,sounds\french\audio/french_373.wav,"[[  0.         -19.00823309]
 [  0.1        -20.01708078]
 [  0.2        -59.01936034]
 [  0.3         89.73735508]
 [  0.4         62.13320779]
 [  0.5         52.97479545]
 [  0.6         -6.74329887]
 [  0.7         27.2712617 ]
 [  0.8        -73.55107905]
 [  0.9        -71.0486175 ]
 [  1.          19.59643173]
 [  1.1         54.76394447]
 [  1.14141667 -39.43230923]]","[[0.         0.61729131]
 [0.1        1.01940371]
 [0.2        1.15362396]
 [0.3        1.64179084]
 [0.4        0.75224656]
 [0.5        1.16586274]
 [0.6        0.01386647]
 [0.7        0.58835344]
 [0.8        0.56225182]
 [0.9        1.16946431]
 [1.         0.84473904]
 [1.1        1.10005173]
 [1.14141667 0.72757016]]",0,0.796
3,m,24,french,3,5,french,2024-02-07 14:00:07.182851,True,0,2,sounds\french\audio/french_55.wav,"[[  0.         -70.28328368]
 [  0.1         50.73292751]
 [  0.2        -16.31236971]
 [  0.3        -98.76766394]
 [  0.4        -93.70290529]
 [  0.5         16.78078951]
 [  0.6         52.75208615]
 [  0.7         70.61937301]
 [  0.8         11.43760761]
 [  0.9         81.46267865]
 [  1.          50.14519789]
 [  1.1         25.14822077]
 [  1.14141667 -49.70858316]]","[[0.         1.42617491]
 [0.1        1.31979309]
 [0.2        0.76251105]
 [0.3        1.13142855]
 [0.4        0.93708244]
 [0.5        0.78930631]
 [0.6        1.96633931]
 [0.7        0.79237353]
 [0.8        1.3224414 ]
 [0.9        1.11476735]
 [1.         0.76573152]
 [1.1        0.21170061]
 [1.14141667 0.42730216]]",0,1.518
3,m,24,french,3,5,french,2024-02-07 14:00:07.182851,False,1,3,sounds\french\audio/french_376.wav,"[[  0.          73.87662421]
 [  0.1         19.14234839]
 [  0.2          4.70109866]
 [  0.3        -30.42429162]
 [  0.4          3.90906102]
 [  0.5         10.50295885]
 [  0.6        -30.86055656]
 [  0.7         53.80718703]
 [  0.8        -11.59229263]
 [  0.9         30.36028375]
 [  1.           7.96834733]
 [  1.1         39.66709202]
 [  1.14141667 -13.49486002]]","[[0.         1.19017326]
 [0.1        0.34739983]
 [0.2        1.75661595]
 [0.3        0.21467383]
 [0.4        1.0652989 ]
 [0.5        0.76759319]
 [0.6        0.07074157]
 [0.7        0.03277106]
 [0.8        0.77775249]
 [0.9        1.59245898]
 [1.         1.58597596]
 [1.1        1.4930996 ]
 [1.14141667 0.34020646]]",0,1.032
3,m,24,french,3,5,french,2024-02-07 14:00:07.182851,False,1,4,sounds\french\audio/french_245.wav,"[[  0.         -32.65946157]
 [  0.1        -91.34414589]
 [  0.2         20.76427352]
 [  0.3        -95.58645124]
 [  0.4        -66.19056055]
 [  0.5         49.19473098]
 [  0.6         81.42926779]
 [  0.7         65.80631096]
 [  0.8        -57.42028442]
 [  0.9        -85.65499007]
 [  1.         -34.33028766]
 [  1.1         43.77204938]
 [  1.14141667 -47.4172931 ]]","[[0.         0.88127163]
 [0.1        0.39712506]
 [0.2        1.80102862]
 [0.3        1.05649218]
 [0.4        0.46999531]
 [0.5        1.20747474]
 [0.6        0.59003214]
 [0.7        1.12088878]
 [0.8        1.50034126]
 [0.9        1.79720209]
 [1.         1.3179064 ]
 [1.1        1.83502919]
 [1.14141667 1.05306136]]",0,0.46
3,m,24,french,3,5,french,2024-02-07 14:00:07.182851,False,1,5,sounds\french\audio/french_714.wav,"[[  0.          95.90344611]
 [  0.1        -24.72262082]
 [  0.2         59.37227344]
 [  0.3        -27.1741591 ]
 [  0.4         45.66784268]
 [  0.5        -18.42560325]
 [  0.6         22.13445338]
 [  0.7         66.94076888]
 [  0.8         57.76397855]
 [  0.9        -44.74008532]
 [  1.           2.87251243]
 [  1.1        -46.16839405]
 [  1.14141667  -2.68285776]]","[[0.         0.85575765]
 [0.1        0.99109068]
 [0.2        0.51789898]
 [0.3        0.15135155]
 [0.4        0.88454916]
 [0.5        0.71216205]
 [0.6        0.59963982]
 [0.7        1.6442642 ]
 [0.8        1.16580862]
 [0.9        0.14338442]
 [1.         1.85438603]
 [1.1        1.87453004]
 [1.14141667 0.8079694 ]]",1,1.007
3,m,24,french,3,5,french,2024-02-07 14:00:07.182851,False,1,6,sounds\french\audio/french_689.wav,"[[  0.          18.71690093]
 [  0.1         70.88150917]
 [  0.2         23.29873522]
 [  0.3        -19.83408775]
 [  0.4        -88.59539457]
 [  0.5          3.33992371]
 [  0.6        -73.90842815]
 [  0.7         27.77232776]
 [  0.8         47.07023028]
 [  0.9         58.29803031]
 [  1.          66.78853229]
 [  1.1        -39.3403084 ]
 [  1.14141667  45.51603845]]","[[0.         1.63903865]
 [0.1        1.28668292]
 [0.2        0.4448863 ]
 [0.3        1.46840806]
 [0.4        0.66601538]
 [0.5        0.03688538]
 [0.6        0.48708825]
 [0.7        0.83201182]
 [0.8        0.98489988]
 [0.9        0.70021639]
 [1.         1.48154334]
 [1.1        0.31951264]
 [1.14141667 1.22903486]]",0,2.502
3,m,24,french,3,5,french,2024-02-07 14:00:07.182851,False,1,7,sounds\french\audio/french_505.wav,"[[  0.          10.6062499 ]
 [  0.1        -76.99802141]
 [  0.2         62.62271049]
 [  0.3         49.75584692]
 [  0.4        -44.42824919]
 [  0.5          8.97017494]
 [  0.6        -88.28080052]
 [  0.7        -13.73778208]
 [  0.8         73.13104705]
 [  0.9        -45.97620248]
 [  1.         -85.27177326]
 [  1.1          1.99886584]
 [  1.14141667 -57.73402289]]","[[0.         0.41232335]
 [0.1        1.02211306]
 [0.2        1.14367437]
 [0.3        1.86001892]
 [0.4        0.03497776]
 [0.5        1.27001275]
 [0.6        1.49153702]
 [0.7        0.88366965]
 [0.8        1.06271418]
 [0.9        0.40464318]
 [1.         0.55194696]
 [1.1        0.30087529]
 [1.14141667 1.54564481]]",1,2.219
3,m,24,french,3,5,french,2024-02-07 14:00:07.182851,False,1,8,sounds\french\audio/french_246.wav,"[[  0.         -30.47504576]
 [  0.1        -83.06405686]
 [  0.2         62.50778564]
 [  0.3          8.87266429]
 [  0.4         44.6949174 ]
 [  0.5         38.79182234]
 [  0.6        -98.97339248]
 [  0.7        -24.61405849]
 [  0.8          0.11664969]
 [  0.9         41.40110598]
 [  1.         -40.48516798]
 [  1.1         70.26355015]
 [  1.14141667  92.29981678]]","[[0.         0.47785651]
 [0.1        1.85614621]
 [0.2        0.28079339]
 [0.3        1.15467711]
 [0.4        1.29610326]
 [0.5        0.14147162]
 [0.6        0.92649122]
 [0.7        0.74752986]
 [0.8        1.75089992]
 [0.9        0.0989963 ]
 [1.         0.24181159]
 [1.1        1.60406525]
 [1.14141667 0.31046435]]",1,1.546
3,m,24,french,3,5,french,2024-02-07 14:00:07.182851,False,1,9,sounds\french\audio/french_375.wav,"[[  0.          31.10986402]
 [  0.1        -64.41627884]
 [  0.2        -43.97758131]
 [  0.3          3.5016032 ]
 [  0.4        -62.10092202]
 [  0.5          4.57148994]
 [  0.6        -39.23521385]
 [  0.7        -83.18001871]
 [  0.8         68.29182649]
 [  0.9          2.09327012]
 [  1.          79.13559059]
 [  1.1         78.47171785]
 [  1.14141667 -28.42503843]]","[[0.         0.17189217]
 [0.1        0.94028887]
 [0.2        0.78583956]
 [0.3        0.68692804]
 [0.4        1.2060681 ]
 [0.5        1.35623391]
 [0.6        1.63276043]
 [0.7        0.56752426]
 [0.8        1.48970374]
 [0.9        0.60983572]
 [1.         0.91295212]
 [1.1        0.92165738]
 [1.14141667 0.42144788]]",0,0.97
3,m,24,french,3,5,french,2024-02-07 14:00:07.182851,False,1,10,sounds\french\audio/french_856.wav,"[[  0.          -0.93889544]
 [  0.1         90.07982384]
 [  0.2         22.28999256]
 [  0.3        -70.55357194]
 [  0.4        -39.36048444]
 [  0.5         80.72578613]
 [  0.6        -38.29184104]
 [  0.7         80.58102018]
 [  0.8         72.71158308]
 [  0.9        -45.84185553]
 [  1.          43.65872365]
 [  1.1         70.34512494]
 [  1.14141667 -74.99468932]]","[[0.         1.28603939]
 [0.1        1.96490125]
 [0.2        0.30855118]
 [0.3        1.81394373]
 [0.4        1.50076133]
 [0.5        0.90391841]
 [0.6        0.70323297]
 [0.7        1.65396101]
 [0.8        0.93078739]
 [0.9        0.5298796 ]
 [1.         1.25026146]
 [1.1        1.14846561]
 [1.14141667 1.91922666]]",0,1.447
